Drug_ID	Drug	Y	Species
"CHEMBL520278"	"CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3F)c2cc1N1CCN(C)CC1"	79.55	"Canis lupus familiaris"
"CHEMBL277474"	"Cc1cc(=O)n(-c2ccccc2)n1C"	14.52	"Canis lupus familiaris"
"CHEMBL2165066"	"N#Cc1ccc2ccc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](F)C3)c2c1"	40.89	"Canis lupus familiaris"
"CHEMBL578201"	"Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1"	73.81	"Canis lupus familiaris"
"CHEMBL550410"	"O=C(NCc1cccc(F)c1)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1"	97.81	"Canis lupus familiaris"
"CHEMBL360227"	"CCN(CC)CCN1C(=O)[C@@](O)(c2ccccc2Cl)c2c1cc(C(N)=O)cc2C(F)(F)F"	81.01	"Canis lupus familiaris"
"CHEMBL2179277"	"Cc1cn([C@H]2CCCN([C@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O"	97.32	"Canis lupus familiaris"
"CHEMBL250687"	"CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c2n1"	99.19	"Canis lupus familiaris"
"CHEMBL279898"	"CCCn1c(=O)[nH]c(=O)c2[nH]cnc21"	60.77	"Canis lupus familiaris"
"CHEMBL1972466"	"Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1"	93.94	"Canis lupus familiaris"
"CHEMBL1818296"	"CN(C)CCC1CCN(c2cc(C(=O)NC[C@H]3CC[C@H](CNC(=O)OC(C)(C)C)CC3)c3ccccc3n2)CC1"	99.34	"Canis lupus familiaris"
"CHEMBL2338405"	"CC(C)(C)NC(=O)NCCN1CCN(CC(=O)Nc2cc(Cl)cc(Cl)c2)CC1"	94.44	"Canis lupus familiaris"
"CHEMBL2151322"	"CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc32)n[nH]1"	69.61	"Canis lupus familiaris"
"CHEMBL1020"	"Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1"	95.23	"Canis lupus familiaris"
"CHEMBL398295"	"CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)c2n1"	99.34	"Canis lupus familiaris"
"CHEMBL235789"	"O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CCNCC2)ccc1Cl"	84.3	"Canis lupus familiaris"
"CHEMBL2147307"	"COc1cnc(-c2c(C)ccc(F)c2CCNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1"	94.9	"Canis lupus familiaris"
"CHEMBL2158790"	"Cc1c(OC2CCN(CC3CCN([C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc(Cl)c1Cl"	94.32	"Canis lupus familiaris"
"CHEMBL219861"	"CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccnc4ccccc34)sc21"	72.45	"Canis lupus familiaris"
"CHEMBL2158792"	"Cc1cc(OC2CCN(CC3CCN([C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc1Cl"	71.53	"Canis lupus familiaris"
"CHEMBL2335896"	"CC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1"	90.32	"Canis lupus familiaris"
"CHEMBL473"	"CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1"	69.61	"Canis lupus familiaris"
"CHEMBL541944"	"O=C(CN1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cn3)c2)CC1)NC(c1ccc(F)cc1)c1ccc(F)cc1"	99.94	"Canis lupus familiaris"
"CHEMBL1513"	"CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1"	98.54	"Canis lupus familiaris"
"CHEMBL13817"	"CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12"	78.79	"Canis lupus familiaris"
"CHEMBL2158772"	"Cc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1"	99.6	"Canis lupus familiaris"
"CHEMBL249789"	"OC[C@H]1C[C@@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)nc(SCCC(F)(F)F)nc32)[C@H](O)[C@@H]1O"	99.8	"Canis lupus familiaris"
"CHEMBL2316378"	"COc1ccc(NC(=O)c2ccc(Cn3ccnn3)c3ccccc23)c(C(=O)NCC2CCOCC2)n1"	97.2	"Canis lupus familiaris"
"CHEMBL2335903"	"C[C@@H](NC1=CC(=O)CCC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1"	96.79	"Canis lupus familiaris"
"CHEMBL165790"	"CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1"	99.49	"Canis lupus familiaris"
"CHEMBL1416617"	"Cc1nn(-c2ccccc2)c(N)c1-c1ccccc1"	96.87	"Canis lupus familiaris"
"CHEMBL256668"	"C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12"	97.2	"Canis lupus familiaris"
"CHEMBL2103828"	"CNc1cc2[nH]c(=O)n(-c3ccc(NC(=O)NS(=O)(=O)c4ccc(Cl)s4)cc3)c(=O)c2cc1F"	99.31	"Canis lupus familiaris"
"CHEMBL2349316"	"CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2F)nc2nc(N)sc12"	99.8	"Canis lupus familiaris"
"CHEMBL457393"	"C[C@H](Nc1ncc(F)c(Nc2cc(C3CC3)[nH]n2)n1)c1ccc(F)cn1"	81.71	"Canis lupus familiaris"
"CHEMBL208943"	"O=C(c1c2ccccc2cc2ccccc12)N1CCC(N2CCC[C@@H](C(=O)N3CCOCC3)C2)CC1"	71.05	"Canis lupus familiaris"
"CHEMBL1363"	"COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1"	17.95	"Canis lupus familiaris"
"CHEMBL2147475"	"COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](OP(=O)(O)O)C1CC1"	99.16	"Canis lupus familiaris"
"CHEMBL154"	"COc1ccc2cc([C@H](C)C(=O)O)ccc2c1"	99.8	"Canis lupus familiaris"
"CHEMBL1916260"	"CCC(CC)NC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)C1CCCC1"	96.57	"Canis lupus familiaris"
"CHEMBL457608"	"C[C@H](Nc1ncc(Cl)c(Nc2cc(C3CC3)[nH]n2)n1)c1ccc(F)cn1"	89.05	"Canis lupus familiaris"
"CHEMBL1778639"	"CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(C)c1"	97.0	"Canis lupus familiaris"
"CHEMBL2158835"	"O=C(O)[C@H](Cc1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1"	89.05	"Canis lupus familiaris"
"CHEMBL1957841"	"O=c1cc(N2CCOCC2)nc2n(Cc3cccc4ccccc34)ccn12"	93.24	"Canis lupus familiaris"
"CHEMBL2110579"	"CN(C)N(C)C(=O)[C@@]1(Cc2ccccc2)CCCN(C(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C(C)(C)N)C1"	93.67	"Canis lupus familiaris"
"CHEMBL1917432"	"Cc1c(Sc2ccc(Cl)cc2)c2c(S(C)(=O)=O)cccc2n1CC(=O)O"	97.44	"Canis lupus familiaris"
"CHEMBL1957840"	"O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)ccn12"	95.01	"Canis lupus familiaris"
"CHEMBL2059865"	"Cc1ccc(-c2ncc[nH]2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1"	86.59	"Canis lupus familiaris"
"CHEMBL1778636"	"N#Cc1cccc(-c2cc(Cl)ccc2OCC(=O)O)c1"	97.66	"Canis lupus familiaris"
"CHEMBL1945033"	"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccn4)c3)c2s1"	70.1	"Canis lupus familiaris"
"CHEMBL2064327"	"Cc1cc(F)ccc1Oc1cccc2c(=O)cc(N3CCOCC3)[nH]c12"	99.12	"Canis lupus familiaris"
"CHEMBL369533"	"CCN(CC)CCN1C(=O)C(O)(c2ccccc2Cl)c2c1cc(C(N)=O)cc2C(F)(F)F"	78.79	"Canis lupus familiaris"
"CHEMBL2338400"	"CC(C)(C)NC(=O)NCCN1CCN(CC(=O)NC23CC4CC(CC(C4)C2)C3)CC1"	75.97	"Canis lupus familiaris"
"CHEMBL70972"	"CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O"	98.0	"Canis lupus familiaris"
"CHEMBL1689111"	"O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)Cc2ccccc2)CC1"	96.57	"Canis lupus familiaris"
"CHEMBL2220442"	"CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21"	99.72	"Canis lupus familiaris"
"CHEMBL192"	"CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12"	82.39	"Canis lupus familiaris"
"CHEMBL1789941"	"N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1"	83.37	"Canis lupus familiaris"
"CHEMBL271012"	"C[C@H](CO)Nc1nc(SCc2ccccc2F)nc2[nH]c(=O)sc12"	98.29	"Canis lupus familiaris"
"CHEMBL1263"	"OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O"	98.21	"Canis lupus familiaris"
"CHEMBL655"	"Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2"	98.0	"Canis lupus familiaris"
"CHEMBL1818294"	"CN(C)CCN1CCN(c2cc(C(=O)NC[C@H]3CC[C@H](CNC(=O)OC(C)(C)C)CC3)c3ccccc3n2)CC1"	97.07	"Canis lupus familiaris"
"CHEMBL2069423"	"COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(COCC(F)(F)F)nc2)CO3)cn1"	92.95	"Canis lupus familiaris"
"CHEMBL1934267"	"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)C)cc1"	92.64	"Canis lupus familiaris"
"CHEMBL1287920"	"NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccccc3)sc12"	96.34	"Canis lupus familiaris"
"CHEMBL2178579"	"O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCNCC2)c1O)Nc1cccc(F)c1Cl"	98.73	"Canis lupus familiaris"
"CHEMBL1778638"	"CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1"	97.76	"Canis lupus familiaris"
"CHEMBL2144069"	"Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ccc2ncn(C)c(=O)c2c1"	99.6	"Canis lupus familiaris"
"CHEMBL1683036"	"COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1"	87.87	"Canis lupus familiaris"
"CHEMBL2179269"	"Cc1cn([C@H]2CCCN([C@H](C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O"	89.91	"Canis lupus familiaris"
"CHEMBL2158771"	"N#Cc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1"	83.37	"Canis lupus familiaris"
"CHEMBL1289283"	"O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CCCC2)c1"	84.0	"Canis lupus familiaris"
"CHEMBL114500"	"COc1ccnc(NC2CCN(C(=O)c3ccc(C#N)cc3)CC2)c1"	94.68	"Canis lupus familiaris"
"CHEMBL1689126"	"C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1"	92.16	"Canis lupus familiaris"
"CHEMBL196707"	"Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1ccc(S(C)(=O)=O)cc1"	94.79	"Canis lupus familiaris"
"CHEMBL2207665"	"Cn1cc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c(C(F)(F)F)cc1=O"	95.12	"Canis lupus familiaris"
"CHEMBL601719"	"C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl"	94.79	"Canis lupus familiaris"
"CHEMBL2171020"	"O=C(c1c[nH]c(=O)c2ccccc12)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1"	95.12	"Canis lupus familiaris"
"CHEMBL1201753"	"O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1"	97.07	"Canis lupus familiaris"
"CHEMBL563784"	"O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(N2CCNCC2)ncc1Cl"	92.64	"Canis lupus familiaris"
"CHEMBL393384"	"O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(OC2CCNCC2)ccc1Cl"	92.32	"Canis lupus familiaris"
"CHEMBL1934267"	"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)C)cc1"	72.91	"Cavia porcellus"
"CHEMBL2313230"	"CCCN(c1cncnc1)P(=O)(c1ccccc1)c1ccccc1"	47.12	"Cavia porcellus"
"CHEMBL2207666"	"O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccccc12"	98.37	"Cavia porcellus"
"CHEMBL2171020"	"O=C(c1c[nH]c(=O)c2ccccc12)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1"	83.04	"Cavia porcellus"
"CHEMBL1921919"	"Cc1cc(CCC[N+]23CCC(CC2)[C@@H](OC(=O)[C@](C)(c2ccccc2)N2CCCCC2)C3)ccn1"	47.12	"Cavia porcellus"
"CHEMBL1800656"	"CCN(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1"	89.7	"Cavia porcellus"
"CHEMBL473"	"CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1"	51.15	"Cavia porcellus"
"CHEMBL1789186"	"N#Cc1cc(F)c(Cl)cc1O[C@H](CCN)c1ccccc1"	89.91	"Cavia porcellus"
"CHEMBL323776"	"CN(CCNCCc1ccc(O)c2nc(O)sc12)C(=O)CCOCCc1ccccc1"	72.45	"Cavia porcellus"
"CHEMBL1924047"	"C[C@@](C(=O)O[C@H]1C[N+]2(CCc3ccccc3)CCC1CC2)(c1ccccc1)N1CCCCC1"	87.11	"Cavia porcellus"
"CHEMBL1800657"	"CCCN(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1"	89.05	"Cavia porcellus"
"CHEMBL1916282"	"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1"	91.82	"Cavia porcellus"
"CHEMBL714"	"CC(C)(C)NCC(O)c1ccc(O)c(CO)c1"	14.52	"Cavia porcellus"
"CHEMBL2313226"	"O=P(c1ccccc1)(c1ccccc1)N(Cc1ccccn1)c1cccnc1"	70.1	"Cavia porcellus"
"CHEMBL549"	"CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21"	37.06	"Cavia porcellus"
"CHEMBL46"	"Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O"	36.53	"Cavia porcellus"
"CHEMBL1346"	"NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1"	89.91	"Cavia porcellus"
"CHEMBL2312933"	"CCCN(c1cccnc1)P(=O)(c1ccccc1)c1ccccc1"	69.12	"Cavia porcellus"
"CHEMBL2152903"	"CC#Cc1cncc(-c2cccc([C@@]3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cccc43)c2)c1"	99.14	"Cavia porcellus"
"CHEMBL2312921"	"CCCN(c1cccc(S(C)(=O)=O)c1)P(=O)(c1ccccc1)c1ccccc1"	71.05	"Cavia porcellus"
"CHEMBL1807823"	"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3ccccc3)c2s1"	52.88	"Cavia porcellus"
"CHEMBL2169920"	"O=C1COc2c(CCNCCN(C(=O)CCNCCc3ccc(Cl)c(Cl)c3)C3CCCCC3)ccc(O)c2N1"	82.72	"Cavia porcellus"
"CHEMBL1945033"	"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccn4)c3)c2s1"	80.65	"Cavia porcellus"
"CHEMBL402501"	"C[C@H](Cc1cccc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c1)NC[C@H](O)c1ccc(O)c(CO)c1"	79.17	"Cavia porcellus"
"CHEMBL1201335"	"C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1"	20.83	"Cavia porcellus"
"CHEMBL2152525"	"c1ccc([C@H]([C@@H](c2ccccc2)N2CCCC2)N2CCCC2)cc1"	51.15	"Cavia porcellus"
"CHEMBL2069411"	"O=C(N[C@@H]1COc2cccc(-c3ccc(CO)nc3)c2C1)c1ccc(OCC(F)(F)F)nc1"	89.05	"Cavia porcellus"
"CHEMBL2111112"	"COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC"	69.12	"Cavia porcellus"
"CHEMBL1963462"	"C[C@@](C(=O)OC1CC[N+](C)(C)CC1)(c1ccccc1)C1CCCC1"	39.23	"Cavia porcellus"
"CHEMBL1945044"	"COc1cccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)c1"	78.41	"Cavia porcellus"
"CHEMBL551813"	"CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O"	95.63	"Cavia porcellus"
"CHEMBL319118"	"COc1ccc(OC(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1"	92.16	"Cavia porcellus"
"CHEMBL1778639"	"CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(C)c1"	90.72	"Cavia porcellus"
"CHEMBL2158772"	"Cc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1"	82.39	"Cavia porcellus"
"CHEMBL1464"	"CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O"	96.87	"Cavia porcellus"
"CHEMBL2165066"	"N#Cc1ccc2ccc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](F)C3)c2c1"	28.47	"Cavia porcellus"
"CHEMBL2313229"	"O=P(c1ccccc1)(c1ccccc1)N(Cc1ccccn1)Cc1ccccn1"	43.14	"Cavia porcellus"
"CHEMBL2312928"	"CCCNC(c1cccnc1)P(=O)(c1ccccc1)c1ccccc1"	81.01	"Cavia porcellus"
"CHEMBL251701"	"COc1ccc2c(C)cc(N[C@H]3CC[C@H](NCc4cn(C)c5cccnc45)C3)nc2c1"	91.46	"Cavia porcellus"
"CHEMBL1900528"	"C[N+]1(C)[C@H]2C[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@@H]1[C@H]1O[C@@H]21"	38.69	"Cavia porcellus"
"CHEMBL2181753"	"CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)NCc1ccccc1"	97.44	"Cavia porcellus"
"CHEMBL229430"	"CC(=O)Nc1nc2c(Oc3cc(-c4ccc(C(F)(F)F)cc4)ncn3)cccc2s1"	98.61	"Cavia porcellus"
"CHEMBL2152523"	"c1ccc([C@H]([C@@H](c2ccccc2)N2CCCCC2)N2CCCCC2)cc1"	50.0	"Cavia porcellus"
"CHEMBL1671897"	"COc1ccc(CC(=O)NCc2ccccc2-c2ccccc2C(=O)NCCc2cccnc2)cc1"	83.04	"Cavia porcellus"
"CHEMBL2177736"	"NC(=O)c1cnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc(-n2nccn2)c1"	89.91	"Cavia porcellus"
"CHEMBL1916289"	"Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1C(=O)N[C@@H](C)C(C)(C)C"	92.64	"Cavia porcellus"
"CHEMBL1921926"	"C[C@@](C(=O)O[C@H]1C[N+]2(CCCc3ccc4ncsc4c3)CCC1CC2)(c1ccccc1)N1CCCCC1"	75.55	"Cavia porcellus"
"CHEMBL42"	"CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1"	91.28	"Cavia porcellus"
"CHEMBL538936"	"O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cn3)c2)CC1)NC(c1ccc(F)cc1)c1ccc(F)cc1"	98.7	"Cavia porcellus"
"CHEMBL865"	"Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1"	94.56	"Cavia porcellus"
"CHEMBL2029729"	"CNC(=O)CCCN(C)C(=O)c1ccc2c(c1)c1c(n2C)CC[C@@H](C2CCOCC2)C1"	67.12	"Cavia porcellus"
"CHEMBL1944693"	"COc1ccccc1CCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1"	72.45	"Cavia porcellus"
"CHEMBL108"	"NC(=O)N1c2ccccc2C=Cc2ccccc21"	75.97	"Cavia porcellus"
"CHEMBL1000"	"O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1"	40.34	"Cavia porcellus"
"CHEMBL560993"	"Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O"	98.76	"Cavia porcellus"
"CHEMBL32"	"COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12"	23.19	"Cavia porcellus"
"CHEMBL2312918"	"CCCN(c1ccon1)P(=O)(c1ccccc1)c1ccccc1"	81.71	"Cavia porcellus"
"CHEMBL1684954"	"C[C@@H](NC(=O)Cc1ccc(C2CC2)cc1)c1ccc(OCC(F)(F)F)cn1"	99.94	"Cavia porcellus"
"CHEMBL1807827"	"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3)c2s1"	85.48	"Cavia porcellus"
"CHEMBL2110579"	"CN(C)N(C)C(=O)[C@@]1(Cc2ccccc2)CCCN(C(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C(C)(C)N)C1"	78.01	"Cavia porcellus"
"CHEMBL2158835"	"O=C(O)[C@H](Cc1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1"	42.01	"Cavia porcellus"
"CHEMBL1416617"	"Cc1nn(-c2ccccc2)c(N)c1-c1ccccc1"	96.72	"Cavia porcellus"
"CHEMBL2147316"	"COc1cnc(-c2ccccc2C(F)(F)CNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1"	94.56	"Cavia porcellus"
"CHEMBL1364767"	"Cc1nn(C2CCCCC2)c(N)c1-c1ccccc1"	89.49	"Cavia porcellus"
"CHEMBL372205"	"C[C@H](CN(C(=O)c1ccc(C#N)cc1)c1ccccn1)N1CCN(c2cccc3c2OCCO3)CC1"	86.05	"Cavia porcellus"
"CHEMBL1807820"	"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCOCCc3cccc4ccccc34)c2s1"	99.12	"Cavia porcellus"
"CHEMBL1921942"	"C[C@@](C(=O)O[C@H]1C[N+]2(CC(=O)Nc3ccccc3)CCC1CC2)(c1ccccc1)N1CCCCC1"	95.01	"Cavia porcellus"
"CHEMBL2313227"	"COCCN(c1cccnc1)P(=O)(c1ccccc1)c1ccccc1"	42.01	"Cavia porcellus"
"CHEMBL82663"	"O=S(=O)(CCCOCCc1ccccc1)CCNCCc1ccc(O)c2nc(O)sc12"	89.91	"Cavia porcellus"
"CHEMBL1824041"	"N#Cc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2"	40.89	"Cavia porcellus"
"CHEMBL493677"	"CC(C)(C)CCN1CC[C@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1"	88.11	"Cavia porcellus"
"CHEMBL1800659"	"CCCCN(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1"	83.04	"Cavia porcellus"
"CHEMBL1807872"	"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCNCCc3cccc(Cl)c3)c2s1"	81.36	"Cavia porcellus"
"CHEMBL1683934"	"O=C(Nc1ccccc1-c1ccccc1)OC1CCN(CCCCCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)CC1"	91.82	"Cavia porcellus"
"CHEMBL550410"	"O=C(NCc1cccc(F)c1)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1"	94.32	"Cavia porcellus"
"CHEMBL2152914"	"CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1"	92.8	"Cavia porcellus"
"CHEMBL1944694"	"COc1ccccc1CCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1"	95.53	"Cavia porcellus"
"CHEMBL212432"	"N/C(=N\C(=O)c1nc(Cl)c(N)nc1N)NCCCCc1ccc(OCC(O)CO)cc1"	70.1	"Cavia porcellus"
"CHEMBL1800658"	"CC(C)N(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1"	92.48	"Cavia porcellus"
"CHEMBL1807829"	"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3Cl)c2s1"	96.0	"Cavia porcellus"
"CHEMBL1924049"	"C[C@@](C(=O)O[C@H]1C[N+]2(CCc3ccccc3F)CCC1CC2)(c1ccccc1)N1CCCCC1"	80.65	"Cavia porcellus"
"CHEMBL652"	"O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F"	42.57	"Cavia porcellus"
"CHEMBL2018969"	"COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)C(C)(C)O)c1"	96.5	"Cavia porcellus"
"CHEMBL1922056"	"C[C@@](C(=O)O[C@H]1C[N+]2(Cc3nc(-c4ccccc4)no3)CCC1CC2)(c1ccccc1)N1CCCCC1"	95.01	"Cavia porcellus"
"CHEMBL497963"	"Cc1ccc2c(OCCN3CCC(Cc4cccc(NS(C)(=O)=O)c4)CC3)cccc2n1"	95.63	"Cavia porcellus"
